engine_id,timestamp,mission_id,flight_phase,rpm,throttle,altitude,ambient_temperature,humidity,wind_speed,cht,egt,oil_pressure,oil_temperature,vibration,fuel_flow,engine_load,engine_health,fault_type,fault_severity,anomaly_score,rul_hours,mission_risk
ENG-026,2026-04-04T01:41:46Z,MSN-026-05,GROUND,2521.1,0.173,328.1,30.0,76.0,16.3,89.0,725.4,1.04,108.0,7.65,9.76,0.207,22.8,LUBRICATION_PROBLEM,0.953,0.956,88.0,HIGH
ENG-026,2026-04-04T01:41:47Z,MSN-026-05,GROUND,2557.4,0.188,331.6,29.9,76.3,17.8,87.4,721.3,1.14,107.7,7.56,10.08,0.209,21.4,LUBRICATION_PROBLEM,0.953,0.939,88.1,HIGH
ENG-026,2026-04-04T01:41:48Z,MSN-026-05,GROUND,2653.4,0.219,327.2,30.1,75.3,17.6,88.1,723.7,1.06,107.2,7.66,10.75,0.213,22.6,LUBRICATION_PROBLEM,0.953,0.925,73.2,HIGH
ENG-026,2026-04-04T01:41:49Z,MSN-026-05,GROUND,2703.9,0.219,330.4,29.7,75.2,15.7,87.6,720.9,1.1,107.0,7.61,10.75,0.214,20.2,LUBRICATION_PROBLEM,0.953,0.93,76.3,HIGH
ENG-026,2026-04-04T01:41:50Z,MSN-026-05,GROUND,2529.6,0.186,331.5,29.9,76.5,16.1,87.8,727.1,1.13,108.2,7.71,9.78,0.209,20.0,LUBRICATION_PROBLEM,0.953,0.933,82.5,HIGH
ENG-026,2026-04-04T01:41:51Z,MSN-026-05,GROUND,2336.1,0.124,331.2,30.0,74.7,18.6,86.6,713.0,0.94,108.0,7.46,8.67,0.199,21.3,LUBRICATION_PROBLEM,0.953,0.951,86.7,HIGH
ENG-026,2026-04-04T01:41:52Z,MSN-026-05,GROUND,2470.2,0.165,328.4,29.6,74.1,18.1,87.9,720.8,1.1,109.1,7.8,9.85,0.205,22.8,LUBRICATION_PROBLEM,0.953,0.958,91.0,HIGH
ENG-026,2026-04-04T01:41:53Z,MSN-026-05,GROUND,2416.8,0.146,328.1,30.3,77.1,18.8,87.3,720.5,0.95,108.5,7.87,9.36,0.203,20.6,LUBRICATION_PROBLEM,0.953,0.969,73.9,HIGH
ENG-026,2026-04-04T01:41:54Z,MSN-026-05,GROUND,2544.3,0.184,333.3,30.1,77.2,17.7,87.8,723.5,1.03,107.9,7.56,9.76,0.208,21.0,LUBRICATION_PROBLEM,0.953,0.928,77.2,HIGH
ENG-026,2026-04-04T01:41:55Z,MSN-026-05,GROUND,2513.2,0.176,330.6,30.9,74.2,18.4,87.2,724.4,1.0,108.5,7.65,10.0,0.207,20.8,LUBRICATION_PROBLEM,0.953,0.927,66.8,HIGH
ENG-026,2026-04-04T01:41:56Z,MSN-026-05,GROUND,2576.6,0.197,326.8,30.0,72.8,18.8,87.7,724.1,1.03,107.4,7.91,10.06,0.21,22.4,LUBRICATION_PROBLEM,0.953,0.949,60.9,HIGH
ENG-026,2026-04-04T01:41:57Z,MSN-026-05,GROUND,2435.7,0.15,329.1,30.1,74.9,18.2,86.1,721.5,0.95,108.0,7.74,9.3,0.203,21.3,LUBRICATION_PROBLEM,0.953,0.954,67.5,HIGH
ENG-026,2026-04-04T01:41:58Z,MSN-026-05,GROUND,2282.8,0.12,326.7,28.9,76.0,17.8,86.5,714.1,0.99,106.9,7.48,8.17,0.199,21.4,LUBRICATION_PROBLEM,0.953,0.974,66.4,HIGH
ENG-026,2026-04-04T01:41:59Z,MSN-026-05,GROUND,2399.5,0.142,331.4,29.7,73.5,16.9,86.8,715.0,1.02,107.6,7.62,8.9,0.202,22.4,LUBRICATION_PROBLEM,0.953,0.936,92.7,HIGH
ENG-026,2026-04-04T01:42:00Z,MSN-026-05,GROUND,2411.6,0.15,330.9,30.1,75.4,17.4,87.2,722.1,0.99,108.1,7.52,9.19,0.203,23.0,LUBRICATION_PROBLEM,0.953,0.948,81.7,HIGH
ENG-026,2026-04-04T01:42:01Z,MSN-026-05,GROUND,2439.4,0.158,327.2,29.8,73.5,18.1,86.4,717.7,1.06,108.3,7.68,9.71,0.204,21.6,LUBRICATION_PROBLEM,0.953,0.923,84.7,HIGH
ENG-026,2026-04-04T01:42:02Z,MSN-026-05,GROUND,2342.1,0.128,328.1,30.5,74.5,18.0,88.0,716.0,0.96,108.7,7.55,9.0,0.2,23.0,LUBRICATION_PROBLEM,0.953,0.93,85.5,HIGH
ENG-026,2026-04-04T01:42:03Z,MSN-026-05,GROUND,2395.6,0.15,331.1,29.4,74.7,17.3,86.4,716.5,0.99,108.2,7.54,9.6,0.203,22.5,LUBRICATION_PROBLEM,0.953,0.923,78.3,HIGH
ENG-026,2026-04-04T01:42:04Z,MSN-026-05,GROUND,2440.4,0.157,328.9,30.5,78.1,18.0,87.9,714.3,1.04,107.9,7.89,9.5,0.204,22.4,LUBRICATION_PROBLEM,0.953,0.935,76.6,HIGH
ENG-026,2026-04-04T01:42:05Z,MSN-026-05,GROUND,2509.3,0.175,329.6,30.4,77.2,17.2,87.5,713.0,1.06,108.1,7.59,9.63,0.207,21.0,LUBRICATION_PROBLEM,0.953,0.931,75.7,HIGH
ENG-026,2026-04-04T01:42:06Z,MSN-026-05,GROUND,2571.4,0.193,332.9,29.4,76.2,17.8,86.4,723.1,1.11,108.5,7.67,10.38,0.21,22.8,LUBRICATION_PROBLEM,0.953,0.932,85.1,HIGH
ENG-026,2026-04-04T01:42:07Z,MSN-026-05,GROUND,2591.6,0.201,329.6,29.7,74.0,17.0,86.5,722.1,1.09,108.4,7.63,10.33,0.211,22.7,LUBRICATION_PROBLEM,0.953,0.923,80.1,HIGH
ENG-026,2026-04-04T01:42:08Z,MSN-026-05,GROUND,2483.9,0.17,328.9,29.6,76.5,17.1,87.2,722.1,1.06,108.9,7.94,9.21,0.206,22.6,LUBRICATION_PROBLEM,0.953,0.927,85.3,HIGH
ENG-026,2026-04-04T01:42:09Z,MSN-026-05,GROUND,2377.1,0.141,330.6,29.8,74.5,17.9,85.6,717.0,0.95,108.3,7.56,9.31,0.202,21.4,LUBRICATION_PROBLEM,0.953,0.925,84.7,HIGH
ENG-026,2026-04-04T01:42:10Z,MSN-026-05,TAKEOFF,5449.1,0.948,328.6,30.5,76.9,17.6,90.8,845.7,2.23,110.1,9.63,31.07,0.923,22.5,LUBRICATION_PROBLEM,0.953,0.931,76.7,HIGH
ENG-026,2026-04-04T01:42:11Z,MSN-026-05,TAKEOFF,5538.0,0.971,352.3,30.1,75.3,18.3,93.1,838.5,2.38,112.5,9.77,31.91,0.926,22.2,LUBRICATION_PROBLEM,0.953,0.928,88.2,HIGH
ENG-026,2026-04-04T01:42:12Z,MSN-026-05,TAKEOFF,5467.0,0.955,376.0,28.9,76.4,16.2,97.2,835.9,2.24,114.6,9.75,31.46,0.93,19.8,LUBRICATION_PROBLEM,0.953,0.921,76.3,HIGH
ENG-026,2026-04-04T01:42:13Z,MSN-026-05,TAKEOFF,5591.3,0.987,399.7,29.0,74.7,17.2,98.0,845.9,2.21,116.0,9.86,32.37,0.933,22.3,LUBRICATION_PROBLEM,0.953,0.928,61.6,HIGH
ENG-026,2026-04-04T01:42:14Z,MSN-026-05,TAKEOFF,5620.9,0.999,423.4,29.1,77.9,19.0,100.6,843.2,2.22,117.4,9.76,32.11,0.936,22.9,LUBRICATION_PROBLEM,0.953,0.931,64.2,HIGH
ENG-026,2026-04-04T01:42:15Z,MSN-026-05,TAKEOFF,5420.4,0.947,447.1,29.3,72.9,18.6,104.1,839.6,2.16,118.1,9.89,30.89,0.94,20.6,LUBRICATION_PROBLEM,0.953,0.931,61.7,HIGH
ENG-026,2026-04-04T01:42:16Z,MSN-026-05,TAKEOFF,5559.7,0.98,470.7,28.8,75.2,17.8,107.6,844.6,2.21,120.2,10.05,32.17,0.943,22.5,LUBRICATION_PROBLEM,0.953,0.943,70.7,HIGH
ENG-026,2026-04-04T01:42:17Z,MSN-026-05,TAKEOFF,5576.6,0.98,494.4,29.5,77.2,17.3,108.9,842.9,2.2,121.5,9.97,31.81,0.946,22.6,LUBRICATION_PROBLEM,0.953,0.936,77.6,HIGH
ENG-026,2026-04-04T01:42:18Z,MSN-026-05,TAKEOFF,5462.4,0.952,518.1,29.7,73.6,16.4,109.7,846.2,2.12,122.3,9.86,31.14,0.95,21.2,LUBRICATION_PROBLEM,0.953,0.927,71.7,HIGH
ENG-026,2026-04-04T01:42:19Z,MSN-026-05,TAKEOFF,5437.8,0.947,541.8,28.5,76.7,17.1,111.6,845.0,2.07,124.7,9.76,30.83,0.953,22.5,LUBRICATION_PROBLEM,0.953,0.934,66.7,HIGH
ENG-026,2026-04-04T01:42:20Z,MSN-026-05,TAKEOFF,5489.6,0.959,565.5,27.9,79.0,17.8,113.6,841.0,2.14,125.4,9.92,31.95,0.956,22.1,LUBRICATION_PROBLEM,0.953,0.935,84.0,HIGH
ENG-026,2026-04-04T01:42:21Z,MSN-026-05,TAKEOFF,5594.0,0.99,589.2,28.0,76.1,17.3,115.8,846.1,2.17,125.5,9.99,31.75,0.96,22.1,LUBRICATION_PROBLEM,0.953,0.928,63.6,HIGH
ENG-026,2026-04-04T01:42:22Z,MSN-026-05,TAKEOFF,5544.6,0.974,612.8,28.2,76.0,16.8,116.7,847.4,2.26,127.0,9.93,31.99,0.963,22.5,LUBRICATION_PROBLEM,0.953,0.923,75.3,HIGH
ENG-026,2026-04-04T01:42:23Z,MSN-026-05,TAKEOFF,5606.9,0.987,636.5,27.9,76.1,16.5,117.6,849.2,2.11,127.5,9.81,32.38,0.967,22.0,LUBRICATION_PROBLEM,0.953,0.937,70.5,HIGH
ENG-026,2026-04-04T01:42:24Z,MSN-026-05,TAKEOFF,5568.5,0.981,660.2,28.3,76.1,16.1,118.6,842.8,2.1,129.3,9.79,31.96,0.97,22.8,LUBRICATION_PROBLEM,0.953,0.934,106.0,HIGH
ENG-026,2026-04-04T01:42:25Z,MSN-026-05,TAKEOFF,5434.6,0.948,683.9,27.3,76.3,18.6,119.7,848.1,2.08,129.0,9.96,31.16,0.973,22.3,LUBRICATION_PROBLEM,0.953,0.945,84.5,HIGH
ENG-026,2026-04-04T01:42:26Z,MSN-026-05,TAKEOFF,5442.7,0.949,707.6,27.4,75.7,15.2,120.4,845.5,2.09,129.6,9.9,31.65,0.977,22.8,LUBRICATION_PROBLEM,0.953,0.944,91.4,HIGH
ENG-026,2026-04-04T01:42:27Z,MSN-026-05,TAKEOFF,5448.8,0.948,731.3,28.4,74.1,17.1,122.1,851.4,2.07,131.4,9.89,30.98,0.98,21.7,LUBRICATION_PROBLEM,0.953,0.93,86.1,HIGH
ENG-026,2026-04-04T01:42:28Z,MSN-026-05,TAKEOFF,5575.0,0.989,755.0,27.5,73.3,17.6,123.1,856.0,2.11,132.0,9.92,31.88,0.983,22.0,LUBRICATION_PROBLEM,0.953,0.924,66.1,HIGH
ENG-026,2026-04-04T01:42:29Z,MSN-026-05,TAKEOFF,5451.4,0.942,778.6,27.1,74.0,18.2,123.5,846.3,2.12,133.3,10.12,31.11,0.987,22.9,LUBRICATION_PROBLEM,0.953,0.956,96.2,HIGH
ENG-026,2026-04-04T01:42:30Z,MSN-026-05,CLIMB,5193.2,0.879,778.6,26.2,74.4,16.9,123.6,831.0,1.9,133.2,9.4,28.97,0.837,22.0,LUBRICATION_PROBLEM,0.953,0.953,83.8,HIGH
ENG-026,2026-04-04T01:42:31Z,MSN-026-05,CLIMB,5139.4,0.867,888.4,25.9,73.4,16.7,123.1,821.8,1.98,133.3,9.66,28.41,0.789,22.2,LUBRICATION_PROBLEM,0.953,0.946,78.2,HIGH
ENG-026,2026-04-04T01:42:32Z,MSN-026-05,CLIMB,5222.1,0.883,998.2,26.3,74.6,17.6,123.6,826.3,1.9,133.2,9.49,29.44,0.847,21.6,LUBRICATION_PROBLEM,0.953,0.933,63.5,HIGH
ENG-026,2026-04-04T01:42:33Z,MSN-026-05,CLIMB,5236.1,0.895,1108.0,25.1,76.9,17.1,123.9,820.7,2.02,132.8,9.73,29.17,0.8,21.6,LUBRICATION_PROBLEM,0.953,0.931,63.3,HIGH
ENG-026,2026-04-04T01:42:34Z,MSN-026-05,CLIMB,5064.8,0.849,1217.8,24.5,77.2,17.4,122.9,821.8,2.01,133.9,9.45,27.89,0.829,21.9,LUBRICATION_PROBLEM,0.953,0.942,87.4,HIGH
ENG-026,2026-04-04T01:42:35Z,MSN-026-05,CLIMB,5251.0,0.89,1327.6,23.4,73.6,16.0,121.9,826.5,1.94,133.7,9.69,29.19,0.811,22.1,LUBRICATION_PROBLEM,0.953,0.936,71.2,HIGH
ENG-026,2026-04-04T01:42:36Z,MSN-026-05,CLIMB,5194.1,0.882,1437.4,22.9,72.4,17.3,122.8,825.1,1.95,134.0,9.57,29.06,0.847,22.8,LUBRICATION_PROBLEM,0.953,0.925,77.2,HIGH
ENG-026,2026-04-04T01:42:37Z,MSN-026-05,CLIMB,5121.4,0.868,1547.2,21.8,75.0,16.6,123.7,822.8,1.85,133.3,9.29,29.5,0.792,22.3,LUBRICATION_PROBLEM,0.953,0.947,89.3,HIGH
ENG-026,2026-04-04T01:42:38Z,MSN-026-05,CLIMB,5213.0,0.886,1657.0,21.4,75.4,18.0,122.7,825.2,1.89,133.2,9.82,29.38,0.815,21.8,LUBRICATION_PROBLEM,0.953,0.922,93.8,HIGH
ENG-026,2026-04-04T01:42:39Z,MSN-026-05,CLIMB,5165.8,0.874,1766.8,21.0,74.0,18.2,122.0,822.0,1.84,134.1,9.35,28.88,0.803,21.7,LUBRICATION_PROBLEM,0.953,0.94,72.7,HIGH
ENG-026,2026-04-04T01:42:40Z,MSN-026-05,CLIMB,5113.3,0.865,1876.6,20.1,73.3,17.6,123.1,823.6,1.89,133.6,9.37,28.46,0.8,21.5,LUBRICATION_PROBLEM,0.953,0.928,81.8,HIGH
ENG-026,2026-04-04T01:42:41Z,MSN-026-05,CLIMB,5102.5,0.858,1986.4,19.9,74.6,16.8,121.0,820.3,1.94,133.2,9.67,28.34,0.793,19.3,LUBRICATION_PROBLEM,0.953,0.945,61.9,HIGH
ENG-026,2026-04-04T01:42:42Z,MSN-026-05,CLIMB,5086.4,0.856,2096.1,17.9,76.1,16.7,121.1,824.1,1.82,133.6,9.72,28.31,0.819,22.5,LUBRICATION_PROBLEM,0.953,0.952,83.6,HIGH
ENG-026,2026-04-04T01:42:43Z,MSN-026-05,CLIMB,5251.8,0.894,2205.9,17.6,74.4,16.9,122.1,819.6,1.96,133.6,9.68,29.39,0.824,21.9,LUBRICATION_PROBLEM,0.953,0.925,72.3,HIGH
ENG-026,2026-04-04T01:42:44Z,MSN-026-05,CLIMB,5026.0,0.836,2315.7,17.7,72.2,17.8,119.9,820.2,1.87,134.0,9.41,28.21,0.818,21.6,LUBRICATION_PROBLEM,0.953,0.923,76.1,HIGH
ENG-026,2026-04-04T01:42:45Z,MSN-026-05,CLIMB,5069.8,0.848,2425.5,15.4,75.3,18.3,121.0,818.9,1.9,133.3,9.35,28.74,0.812,20.3,LUBRICATION_PROBLEM,0.953,0.942,80.5,HIGH
ENG-026,2026-04-04T01:42:46Z,MSN-026-05,CLIMB,5144.4,0.863,2535.3,15.3,77.2,18.2,120.2,818.3,1.89,133.8,9.58,28.79,0.788,21.6,LUBRICATION_PROBLEM,0.953,0.936,67.8,HIGH
ENG-026,2026-04-04T01:42:47Z,MSN-026-05,CLIMB,5147.2,0.868,2645.1,15.2,75.2,17.7,121.1,818.9,2.02,133.1,9.53,28.87,0.84,22.7,LUBRICATION_PROBLEM,0.953,0.928,83.5,HIGH
ENG-026,2026-04-04T01:42:48Z,MSN-026-05,CLIMB,5205.4,0.886,2754.9,14.3,75.4,18.6,120.6,826.9,1.87,132.8,9.73,29.1,0.855,22.0,LUBRICATION_PROBLEM,0.953,0.94,64.5,HIGH
ENG-026,2026-04-04T01:42:49Z,MSN-026-05,CLIMB,5121.8,0.861,2864.7,13.1,74.9,16.5,120.8,823.2,1.85,133.8,9.32,28.62,0.821,21.4,LUBRICATION_PROBLEM,0.953,0.928,57.2,HIGH
ENG-026,2026-04-04T01:42:50Z,MSN-026-05,CLIMB,5252.2,0.897,2974.5,12.9,75.6,17.0,119.4,820.3,1.97,133.1,9.51,29.32,0.813,20.0,LUBRICATION_PROBLEM,0.953,0.945,69.9,HIGH
ENG-026,2026-04-04T01:42:51Z,MSN-026-05,CLIMB,5028.6,0.841,3084.3,11.3,74.4,19.0,119.5,821.4,1.85,132.5,9.39,28.1,0.826,23.0,LUBRICATION_PROBLEM,0.953,0.935,79.6,HIGH
ENG-026,2026-04-04T01:42:52Z,MSN-026-05,CLIMB,5137.6,0.867,3194.1,11.1,76.2,18.2,119.4,824.5,1.91,132.8,9.45,29.56,0.791,21.7,LUBRICATION_PROBLEM,0.953,0.929,73.5,HIGH
ENG-026,2026-04-04T01:42:53Z,MSN-026-05,CLIMB,5173.6,0.876,3303.9,10.6,76.5,17.8,118.2,822.5,1.98,133.1,9.77,28.19,0.807,20.9,LUBRICATION_PROBLEM,0.953,0.941,84.0,HIGH
ENG-026,2026-04-04T01:42:54Z,MSN-026-05,CLIMB,5044.9,0.842,3413.7,10.5,75.7,16.2,118.6,817.7,1.81,132.4,9.25,28.45,0.793,21.6,LUBRICATION_PROBLEM,0.953,0.953,76.9,HIGH
ENG-026,2026-04-04T01:42:55Z,MSN-026-05,CLIMB,5060.4,0.847,3523.4,8.5,74.2,18.3,118.5,831.2,1.92,132.2,9.41,28.64,0.861,20.8,LUBRICATION_PROBLEM,0.953,0.947,66.2,HIGH
ENG-026,2026-04-04T01:42:56Z,MSN-026-05,CLIMB,5043.3,0.841,3633.2,9.3,75.7,18.5,119.1,828.6,1.89,131.9,9.43,27.8,0.831,21.7,LUBRICATION_PROBLEM,0.953,0.927,88.8,HIGH
ENG-026,2026-04-04T01:42:57Z,MSN-026-05,CLIMB,4951.4,0.827,3743.0,6.8,74.7,17.9,118.9,825.7,1.8,131.0,9.43,27.84,0.835,22.2,LUBRICATION_PROBLEM,0.953,0.947,68.9,HIGH
ENG-026,2026-04-04T01:42:58Z,MSN-026-05,CLIMB,5137.4,0.873,3852.8,7.4,77.8,18.5,117.6,823.7,2.02,131.0,9.47,28.56,0.84,20.8,LUBRICATION_PROBLEM,0.953,0.928,86.0,HIGH
ENG-026,2026-04-04T01:42:59Z,MSN-026-05,CLIMB,5009.3,0.825,3962.6,6.3,79.1,17.4,117.2,821.3,1.98,130.9,9.5,27.98,0.829,21.8,LUBRICATION_PROBLEM,0.953,0.946,69.3,HIGH
ENG-026,2026-04-04T01:43:00Z,MSN-026-05,CLIMB,5255.2,0.898,4072.4,5.5,75.2,17.7,115.7,819.1,2.04,131.1,9.9,29.01,0.797,22.9,LUBRICATION_PROBLEM,0.953,0.935,84.4,HIGH
ENG-026,2026-04-04T01:43:01Z,MSN-026-05,CLIMB,5277.2,0.9,4182.2,4.5,75.2,17.7,117.6,821.6,1.95,130.8,9.8,29.48,0.828,22.7,LUBRICATION_PROBLEM,0.953,0.93,72.3,HIGH
ENG-026,2026-04-04T01:43:02Z,MSN-026-05,CLIMB,5024.5,0.839,4292.0,4.6,72.9,17.1,116.6,823.7,1.84,131.1,9.42,28.17,0.837,21.7,LUBRICATION_PROBLEM,0.953,0.938,73.5,HIGH
ENG-026,2026-04-04T01:43:03Z,MSN-026-05,CLIMB,5214.0,0.889,4401.8,4.8,72.7,18.0,116.1,825.3,1.94,130.5,9.48,29.14,0.821,23.0,LUBRICATION_PROBLEM,0.953,0.932,91.4,HIGH
ENG-026,2026-04-04T01:43:04Z,MSN-026-05,CLIMB,5004.4,0.833,4511.6,2.8,75.0,18.7,116.3,827.9,1.96,130.7,9.54,28.03,0.845,20.1,LUBRICATION_PROBLEM,0.953,0.938,74.5,HIGH
ENG-026,2026-04-04T01:43:05Z,MSN-026-05,CLIMB,4995.4,0.824,4621.4,2.2,76.7,18.8,116.8,826.7,1.87,130.2,9.41,27.25,0.822,21.0,LUBRICATION_PROBLEM,0.953,0.959,82.8,HIGH
ENG-026,2026-04-04T01:43:06Z,MSN-026-05,CLIMB,5207.9,0.886,4731.2,0.8,75.3,16.7,113.9,823.4,2.02,129.4,9.64,29.1,0.823,22.2,LUBRICATION_PROBLEM,0.953,0.922,86.3,HIGH
ENG-026,2026-04-04T01:43:07Z,MSN-026-05,CLIMB,5143.4,0.868,4840.9,0.5,75.0,19.0,115.2,825.9,1.98,130.2,9.46,28.34,0.801,20.9,LUBRICATION_PROBLEM,0.953,0.944,86.7,HIGH
ENG-026,2026-04-04T01:43:08Z,MSN-026-05,CLIMB,5096.2,0.855,4950.7,-0.5,74.2,18.2,114.9,818.3,2.0,129.9,9.54,28.48,0.801,20.5,LUBRICATION_PROBLEM,0.953,0.928,70.6,HIGH
ENG-026,2026-04-04T01:43:09Z,MSN-026-05,CLIMB,5093.2,0.865,5060.5,-0.9,75.4,17.6,114.1,833.0,1.96,129.4,9.53,28.43,0.863,22.8,LUBRICATION_PROBLEM,0.953,0.928,69.7,HIGH
ENG-026,2026-04-04T01:43:10Z,MSN-026-05,CLIMB,5012.8,0.835,5170.3,-1.2,75.0,15.7,114.6,831.5,1.82,130.1,9.33,27.46,0.869,22.0,LUBRICATION_PROBLEM,0.953,0.929,70.2,HIGH
ENG-026,2026-04-04T01:43:11Z,MSN-026-05,CLIMB,5219.5,0.887,5280.1,-1.7,75.9,16.7,114.4,820.0,1.99,129.6,9.82,29.54,0.803,22.9,LUBRICATION_PROBLEM,0.953,0.936,64.7,HIGH
ENG-026,2026-04-04T01:43:12Z,MSN-026-05,CLIMB,5001.5,0.832,5389.9,-2.7,74.9,17.9,113.7,834.6,1.83,129.6,9.54,28.45,0.865,23.0,LUBRICATION_PROBLEM,0.953,0.939,88.0,HIGH
ENG-026,2026-04-04T01:43:13Z,MSN-026-05,CLIMB,5073.0,0.855,5499.7,-3.8,73.5,18.1,113.2,825.2,1.85,129.3,9.42,28.74,0.843,21.1,LUBRICATION_PROBLEM,0.953,0.947,94.0,HIGH
ENG-026,2026-04-04T01:43:14Z,MSN-026-05,CLIMB,5083.7,0.852,5609.5,-4.0,74.4,18.2,113.2,829.8,1.99,129.7,9.42,28.28,0.862,21.6,LUBRICATION_PROBLEM,0.953,0.935,74.5,HIGH
ENG-026,2026-04-04T01:43:15Z,MSN-026-05,CLIMB,5105.8,0.862,5719.3,-4.4,75.7,18.8,112.8,820.8,1.94,128.9,9.79,28.33,0.807,22.0,LUBRICATION_PROBLEM,0.953,0.922,88.4,HIGH
ENG-026,2026-04-04T01:43:16Z,MSN-026-05,CLIMB,5008.1,0.83,5829.1,-5.5,74.9,16.9,112.3,822.6,1.83,128.1,9.4,27.93,0.843,22.3,LUBRICATION_PROBLEM,0.953,0.947,81.7,HIGH
ENG-026,2026-04-04T01:43:17Z,MSN-026-05,CLIMB,5166.8,0.879,5938.9,-5.6,75.8,17.2,111.9,830.9,1.99,128.0,9.64,29.13,0.827,20.9,LUBRICATION_PROBLEM,0.953,0.935,86.0,HIGH
ENG-026,2026-04-04T01:43:18Z,MSN-026-05,CLIMB,5024.5,0.839,6048.7,-7.1,74.2,18.2,112.2,825.5,1.88,127.8,9.36,27.77,0.844,20.7,LUBRICATION_PROBLEM,0.953,0.93,78.8,HIGH
ENG-026,2026-04-04T01:43:19Z,MSN-026-05,CLIMB,5241.5,0.894,6158.5,-8.5,76.8,17.3,111.1,826.8,2.03,128.1,9.43,29.27,0.856,21.2,LUBRICATION_PROBLEM,0.953,0.926,65.9,HIGH
ENG-026,2026-04-04T01:43:20Z,MSN-026-05,CRUISE,4537.4,0.706,5859.5,-5.4,77.6,17.9,111.5,797.1,1.75,128.0,8.85,24.02,0.636,22.8,LUBRICATION_PROBLEM,0.953,0.931,86.1,HIGH
ENG-026,2026-04-04T01:43:21Z,MSN-026-05,CRUISE,4415.0,0.674,5846.6,-5.6,75.3,16.9,110.7,794.0,1.67,126.6,8.86,23.44,0.64,22.1,LUBRICATION_PROBLEM,0.953,0.932,58.0,HIGH
ENG-026,2026-04-04T01:43:22Z,MSN-026-05,CRUISE,4281.7,0.642,5823.6,-5.7,75.5,16.8,107.8,791.1,1.64,126.2,8.97,22.72,0.646,22.2,LUBRICATION_PROBLEM,0.953,0.936,81.5,HIGH
ENG-026,2026-04-04T01:43:23Z,MSN-026-05,CRUISE,4541.9,0.708,5843.2,-4.8,77.6,18.2,109.1,792.1,1.78,124.9,8.89,23.98,0.63,22.1,LUBRICATION_PROBLEM,0.953,0.933,78.5,HIGH
ENG-026,2026-04-04T01:43:24Z,MSN-026-05,CRUISE,4394.4,0.668,5827.6,-5.5,75.9,17.9,106.8,789.8,1.73,125.1,9.02,23.31,0.63,22.1,LUBRICATION_PROBLEM,0.953,0.924,89.2,HIGH
ENG-026,2026-04-04T01:43:25Z,MSN-026-05,CRUISE,4556.4,0.719,5837.7,-5.8,76.8,17.9,106.3,801.4,1.81,124.3,8.95,24.69,0.655,22.3,LUBRICATION_PROBLEM,0.953,0.926,87.2,HIGH
ENG-026,2026-04-04T01:43:26Z,MSN-026-05,CRUISE,4524.7,0.705,5835.4,-6.5,75.6,18.7,104.9,796.6,1.69,124.2,8.88,24.09,0.648,21.2,LUBRICATION_PROBLEM,0.953,0.969,74.9,HIGH
ENG-026,2026-04-04T01:43:27Z,MSN-026-05,CRUISE,4649.5,0.739,5839.5,-5.3,77.0,17.8,105.7,796.5,1.85,124.2,8.96,24.87,0.638,21.8,LUBRICATION_PROBLEM,0.953,0.927,76.0,HIGH
ENG-026,2026-04-04T01:43:28Z,MSN-026-05,CRUISE,4483.9,0.7,5815.0,-6.2,73.4,16.6,105.1,796.3,1.82,123.1,8.78,23.9,0.631,22.4,LUBRICATION_PROBLEM,0.953,0.922,57.9,HIGH
ENG-026,2026-04-04T01:43:29Z,MSN-026-05,CRUISE,4473.9,0.7,5806.1,-5.5,75.6,17.9,103.7,796.4,1.77,122.1,8.88,23.67,0.628,20.8,LUBRICATION_PROBLEM,0.953,0.922,85.5,HIGH
ENG-026,2026-04-04T01:43:30Z,MSN-026-05,CRUISE,4331.1,0.654,5818.4,-5.6,77.8,17.0,102.8,792.4,1.68,121.6,8.93,22.75,0.641,21.8,LUBRICATION_PROBLEM,0.953,0.95,91.2,HIGH
ENG-026,2026-04-04T01:43:31Z,MSN-026-05,CRUISE,4383.6,0.671,5807.9,-6.3,75.7,17.4,103.9,795.2,1.77,121.7,8.96,23.15,0.672,22.0,LUBRICATION_PROBLEM,0.953,0.943,76.9,HIGH
ENG-026,2026-04-04T01:43:32Z,MSN-026-05,CRUISE,4385.5,0.667,5826.2,-5.9,75.0,16.8,102.2,792.6,1.75,121.7,9.06,23.25,0.627,21.7,LUBRICATION_PROBLEM,0.953,0.925,80.9,HIGH
ENG-026,2026-04-04T01:43:33Z,MSN-026-05,CRUISE,4287.1,0.646,5850.2,-6.4,73.7,18.4,102.5,790.3,1.74,121.7,8.7,22.92,0.667,19.4,LUBRICATION_PROBLEM,0.953,0.967,79.3,HIGH
ENG-026,2026-04-04T01:43:34Z,MSN-026-05,CRUISE,4586.5,0.721,5814.2,-5.6,75.9,17.9,101.4,795.5,1.81,120.9,9.31,25.22,0.635,20.8,LUBRICATION_PROBLEM,0.953,0.946,87.9,HIGH
ENG-026,2026-04-04T01:43:35Z,MSN-026-05,CRUISE,4313.8,0.649,5845.2,-5.9,76.5,18.9,102.0,792.4,1.74,120.8,8.96,22.99,0.633,21.6,LUBRICATION_PROBLEM,0.953,0.928,76.3,HIGH
ENG-026,2026-04-04T01:43:36Z,MSN-026-05,CRUISE,4621.0,0.729,5834.3,-6.5,75.5,16.9,100.7,795.9,1.87,120.3,9.03,24.9,0.632,21.9,LUBRICATION_PROBLEM,0.953,0.949,84.3,HIGH
